Address	Count
MK13-06140N PT FOR BUILDING AND CONTINGENCY WORKS AT SEMBAWANG NEIGHBOURHOOD 3 CONTRACT 7 AT SEMBAWANG CRESCENT-CONTRACT NO:D/044/15	225
MK18-17828A AT ANG MO KIO AVE 2 THE PANORAMA	230
"MK09-01769P, MK09-01785V AT JURONG WEST AVE 2 / JURONG WEST ST 23"	232
"LOTS 2443A, 2696T & 2818C PT MK 34 AT MERANTI LANE / VIEW, JURONG ISLAND"	233
MK01-04043W AT ALEXANDRA VIEW	235
MK06-04617T JURONG WEST STREET 41 / BOON LAY WAY	242
"MK10-04929W, MK10-04934P AT  BUKIT BATOK NEIGHBOURHOOD 4 CONTRACT 14 & 15"	248
MK29-02935L AT TAMPINES INDUSTRIAL AVE 5/ TAMPINES INDUSTRIAL CRESCENT	250
"MK19-02009A, MK19-02113P BUILDING WORKS AT SEMBAWANG N1 C2 AT CANBERRA STREET-CONTRACT NO: D/617/13"	256
20 PENJURU LANE SINGAPORE 609193	256
"LOT: 10809X, 06833W, 07209V (PT), 07210M MK: 27,28 FOR BEDOK N3C20 AT BEDOK NORTH STREET 4 / BEDOK NORTH ROAD-CONTRACT NO: D/069/13"	257
"MK29-02378P (PT), MK29-02376W (PT), MK29-99955L (PT), MK29-02889N (PT), MK29-00196P (PT) AT TAMPINES AVENUE 10"	263
MK19-02008T BUILDING WORKS AT SEMBAWANG NEIGHBOURHOOD 1 CONTRACT 10	270
"MK24-09280X PT, MK24-09340C PT, MK24-09953V PT FOR PART A: BUILDING WORKS AT GEYLANG CONTRACT 43B AND PARK AT CIRCUIT ROAD (TOTAL: 750 DWELLING UNITS); AND PART B: CONTINGENCY WORKS - CONTRACT NO: D277/15"	275
MK17-09851P FOR KALLANG / WHAMPOA CONTRACT 10 AT LORONG LIMAU-CONTRACT NO: D/441/13	278
"TS17-98326C , TS17-98327M PT , TS17-98329V PT AT KAMPONG BUGIS - KALLANG ROAD (KALLANG RIVERSIDE)"	284
"MK13-05599X PT, MK13-05610K PT, MK13-06071C PT FOR BUILDING AND CONTINGENCY WORKS AT SEMBAWANG NEIGHBOURHOOD 3 CONTRACT 8 AND PARK (TOTAL: 1,178 DWELLING UNITS) AT SEMBAWANG CRESCENT/ WAY-CONTRACT NO.:D/586/14"	285
"MK29-99972L, MK29-99971X, MK29-99970N ,MK29-99923X PT,MK29-99924L PT PART A: BUILDING WORKS AT TAMPINES N6 C2A & PARK (TOTAL: 1,216 DWELLING UNITS) AT TAMPINES NORTH DR 1/ST 61/AVE 6; AND PART B: CONTINGENCY WORKS - CONTRACT NO: D/345/15"	286
"MK19-01913P, MK19-03659L, MK19-03686A, MK19-03685T FOR PROPOSED MIXED DEVELOPMENT IN YISHUN CENTRAL 1/ YISHUN AVENUE 2"	291
MK09-01805L AT WESTWOOD AVENUE (JURONG WEST PLANNING AREA)	291
"MK21-02390W PT,MK21-00656N PT,MK21-01275X PT,MK21-01960X PT,MK21-02464P PT,MK21-00665V PT,MK21-01274N PT,MK21-01273K PT FOR BUILDING WORKS AT HOUGANG N9 C18  AT BUANGKOK CRESCENT- CONTRACT NO: D/218/15"	294
MK13-06045T PT FOR BUILDING AND CONTINGENCY WORKS AT WOODLANDS NEIGHBOURHOOD 6 CONTRACT 6 (TOTAL: 402 DWELLING UNITS) AT WOODLANDS DRIVE 73-CONTRACT NO: D/420/14	294
"MK21-02743W PT,MK21-02464P PT,MK21-02390W PT FOR PART A:  BUILDING WORKS AT HOUGANG N9 C20 (TOTAL: 718 DWELLING UNITS) AT BUANGKOK CRESCENT; AND
PART B:  CONTIGENCY WORKS - CONTRACT NO: D/243/15"	295
MK21-02632N AT ANCHORVALE CRESCENT	298
LOT: 4047M (PT) MK: 07 AT TUAS SOUTH AVENUE 1	299
MK19-03638A AT YISHUN NEIGHBOURHOOD 4 CONTRACT 17 & NEIGHBOURHOOD PARK	300
MK07-04741K AT TUAS SOUTH STREET 13	301
MK22-09752A AT UPPER SERANGOON VIEW KINGSFORD WATERBAY	317
9 TUAS SOUTH STREET 15 SINGAPORE 637077	321
MK07-04704P AT TUAS SOUTH BOULEVARD	323
MK04-07039X FOR QUEENSTOWN REDEVELOPMENT CONTRACT 25A AT THE JUNCTION OF COMMONWEALTH AVENUE WEST AND GHIM MOH LINK-CONTRACT NO: D/212/13	325
"MK02-99171X PT, MK02-01061L PT, MK02-03377L PT, MK02-01062C PT FOR BUILDING AND CONTINGENCY WORKS AT DAWSON CONTRACT 7 (TOTAL: 247 DWELLING UNITS) AT STRATHMORE AVE - CONTRACT NO: D/184/15"	325
"MK21-01750N PT, MK21-1775T PT, MK21-01768M, MK21-01783L PT, MK21-99870V PT, MK21-99873A PT,  MK21-99949L PT FOR PUNGGOL WEST CONTRACT 40 AT SUMANG LANE / TAMPINES EXPRESSWAY-CONTRACT NO: D/408/14"	336
MK13-06042W AT WOODLANDS CLOSE	339
TS24-02287V AT PRINCE CHARLES CRESCENT	340
MK21-02435A FOR SENGKANG NEIGHBOURHOOD 2 CONTRACT 42 AT COMPASSVALE BOW OPP PALM VIEW PRIMARY SCHOOL-CONTRACT NO.: D/443/13	341
"MK10-04982P, MK10-04983T AT CHOA CHU KANG GROVE"	341
MK13-04964A AT WOODLANDS NEIGHBOURHOOD 1 CONTRACT 26 & 27	344
"MK13-05572L, MK13-05576V AT WOODLANDS AVENUE 12"	347
16 SPOTTISWOODE PARK ROAD SPOTTISWOODE SUITES SINGAPORE 088661	352
MK10-05020K BUKIT BATOK WEST AVENUE 8	368
"MK17-97982T, MK17-97981P, MK17-97979T, MK17-97977V, MK17-97976W, MK17-97975M, MK17-06396V, MK17-06394M, MK17-06392L, MK17-00681T, MK17-00680P, MK17-00679A, MK17-00678T, MK17-00677P, MK17-00676V, MK17-00675W, MK17-00674M, MK17-00673C, MK17-00672L, MK17-0067"	374
"MK06-02599P, MK06-02042L, MK06-01276X, MK06-01275N ,MK06-01307WPT & MK06-04465CPT AT JURONG WEST NEIGHBORHOOD 1 CONTRACT 29B & CONTRACT 32"	393
30 TUAS BAY DRIVE SINGAPORE 637548	397
MK21-02554T PT FOR BUILDING AND CONTINGENCY WORKS AT PUNGGOL EAST CONTRACT 39B AT EDGEDALE PLAINS (WATERWAY VIEW)-CONTRACT NO : D/241/14	406
MK07-04394W AT TUAS ROAD/PIONEER ROAD	411
"MK31-03749X PT, MK31-04800C PT, MK31-03751N PT, MK31-03748N PT, MK31-03750K PT FOR BUILDING & CONTINGENCY WORKS AT TAMPINES NEIGHBOURHOOD 4 CONTRACT 28 & NEIGHBOURHOOD PARK AT TAMPINES ST 45-CONTRACT NO: D/156/15"	428
"TS30-00321L, TS30-00305C, TS30-00306M, TS30-00137K, TS30-00413W AT MARINA BOULEVARD"	435
"MK07-04658W AT TUAS SOUTH STREET 11, PLOT 39"	435
LOT 1012N MK01 HENDERSON RD/ TIONG BAHRU RD	444
"MK19-02009A, MK19-02113P FOR BUILDING AND CONTINGENCY WORKS AT SEMBAWANG NEIGHBOURHOOD 1 CONTRACT 4 AND 2 COMMON GREEN AT CANBERRA WALK/ CANBERRA ST/ YISHUN AVE 8 -CONTRACT NO.: D/259/14"	453
MK10-04929W AT BUKIT BATOK NEIGHBOURHOOD 4 CONTRACT 8 & 9	458
MK13-06008W PT FOR BUILDING AND CONTINGENCY WORKS AT WOODLANDS NEIGHBOURHOOD 6 CONTRACT 22(TOTAL: 1497 DWELLING UNITS) AT WOODLANDS DRIVE 62/WOODLANDS AVENUE 6-CONTRACT NO: D/346/14	466
"MK01-03735C, MK01-03731K, MK01-02662M BUILDING AND CONTINGENCY WORKS AT BUKIT MERAH CONTRACT 50 AT TELOK BLANGAH ST 31/TELOK BLANGAH HEIGHTS-CONTRACT NO: D/659/13"	466
"MK17-03616L PT,MK17-03617C PT,MK17-3618M,MK17-04057C PT FOR BUILDING AND CONTINGENCY WORKS AT TOA PAYOH NEIGHBOURHOOD 2 CONTRACT 23A (TOTAL: 557 DWELLING UNITS) AT TOA PAYOH LORONG 6/ TOA PAYOH EAST"	480
LOT 05951T (PT) MK 13 @ 10 VIEW ROAD SINGAPORE 757918	481
MK24-10713L AT SIMS DRIVE	482
"MK21-02588N PT FOR BUILDING AND CONTINGENCY WORKS AT PUNGGOL WEST CONTRACT 33, CONTRACT 34 AND COMMOM GREEN (TOTAL: 1,096 DWELLING UNITS)-CONTRACT NO: D/368/14"	491
"MK29-02889N, MK29-99972L, MK29-99971X, MK29-99970N, MK29-99961W FOR BUILDING WORKS AND CONTINGENCY WORKS AT TAMPINES NEIGHBOURHOOD 6 CONTRACT 1A/1B WITH PARK (TOTAL: 1,943 DWELLING UNITS)-CONTRACT NO: D/088/15"	493
"MK10-04705M, MK10-03267K FOR BUKIT BATOK N2 C22 AT BUKIT BATOK EAST AVE 6/BUKIT BATOK STREET 21-CONTRACT NO: D/353/13"	496
LOT 05678W MK13 AT WOODLANDS INDUSTRIAL PARK E4/E5	498
MK10-05020K PT FOR PART A: BUILDING WORKS AT BUKIT BATOK NEIGHBOURHOOD 4 CONTRACT 5 TO 7 (TOTAL: 1930 DWELLING UNITS) AT BUKIT BATOK WEST AVENUE 5/8; AND PART B: CONTINGENCY WORKS - CONTRACT NO: D/252/15	505
"MK21-99949L PT, 99810T PT, 02543N PT, 02458M PT & 1763K PT BUILDING WORKS AT PUNGGOL WEST CONTRACT 37 AT PUNGGOL FIELD/ SUMANG LANE-CONTRACT NO: D/620/13"	523
LOT: 02268M MK: TS24 AT THE JUNCTION OF PRINCE CHARLES CRESCENT AND PRINCE CHARLES SQUARE	545
"47 KALLANG PUDDING ROAD #12-01 CRESCENT @ KALLANG, THE SINGAPORE 349318"	589
"MK21-00788A , 2574N PT, 2610V PT AT PUNGGOL EAST C35"	590
"MK21-99810T, MK21-01750N, MK21-01755W, MK21-01763K, MK21-01948V, MK21-02458M, MK21-02543N, MK21-99949L BUILDING AND CONTINGENCY WORKS AT PUNGGOL WEST CONTRACT C36 AND COMMON GREEN AT SUMANG LANE/ PUNGGOL WAY/ TAMPINES EXPRESSWAY-CONTACT NO: D/671/13"	599
"MK11-00090M, MK11-00236V, MK11-00237P, MK11-00521P, MK11-01754X, MK11-02506W AT JALAN LAM HUAT"	603
"MK13-04656L , 00880T PT, 04656L PT, 04681P PT, 05908L PT BUILDING WORKS AT WOODLANDS N7 C29 AT  WOODLANDS CRESCENT-CONTRACT NO: D/616/13"	606
MK07-04387X PT AT TUAS AVENUE 1 (TUAS PLANNING AREA)	622
"MK07-04819W, TUAS SOUTH AVENUE 16"	718
LOT 05667T MK13 LORONG LADA HITAM	826
MK05-08773X AT BOON LAY WAY (J GATEWAY)	851
47 JALAN BUROH DISTRI WAREHOUSES SINGAPORE 619491	894
"MK07-04701M, MK07-04703V, MK07-04819W, MK07-04776C ATTUAS SOUTH BOULEVARD"	898
MK10-04929W FOR DESIGN AND BUILD OF PUBLIC HOUSING PROJECT A AT BUKIT BATOK N4C17 AT BUKIT BATOK WEST AVENUE 3 - CONTRACT NO: D/303/14	938
MK21-02390W BUANGKOK CRESCENT	1204
"MK31-03370C, MK31-04596M, MK31-04592N, MK31-04451M, MK31-04056L, MK31-04058M, MK31-07863M, MK31-04057C, MK31-04059W, MK31-04622C, MK31-04657P, MK31-03786M, MK31-04626P, MK31-03638P, MK31-04861L, MK31-04227A AT CHANGI COAST ROAD"	1936
